"","workerid","tag","chosen_tag","unchosen_tag","lower_chosen","higher_chosen","chosen_bin","unchosen_bin","chosen_higher"
"37",0,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"38",0,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"39",0,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"40",0,"coffee","152°F - 164°F","92°F - 104°F",FALSE,TRUE,11,6,1
"41",1,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"42",1,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"43",1,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"44",1,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"45",1,"watch","$50-$100","$250-$300",TRUE,FALSE,2,6,0
"46",1,"coffee","152°F - 164°F","92°F - 104°F",FALSE,TRUE,11,6,1
"47",1,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"48",1,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"49",1,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"50",1,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"51",1,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"52",1,"movies","75-90","150-165",TRUE,FALSE,6,11,0
"53",1,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"54",1,"movies","195-210","210",TRUE,FALSE,14,15,0
"55",1,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"56",1,"joke","1","0",FALSE,TRUE,2,1,1
"57",1,"joke","5","10",TRUE,FALSE,6,11,0
"58",1,"joke","13","14",TRUE,FALSE,14,15,0
"59",1,"joke","5","1",FALSE,TRUE,6,2,1
"60",1,"joke","10","13",TRUE,FALSE,11,14,0
"61",1,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"62",1,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"63",1,"tv","40-42","43",TRUE,FALSE,14,15,0
"64",1,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"65",1,"tv","4-6","16-18",TRUE,FALSE,2,6,0
"66",1,"marbles","0","1",TRUE,FALSE,1,2,0
"67",1,"marbles","14","13",FALSE,TRUE,15,14,1
"68",1,"marbles","13","10",FALSE,TRUE,14,11,1
"69",1,"marbles","5","1",FALSE,TRUE,6,2,1
"70",1,"marbles","10","5",FALSE,TRUE,11,6,1
"71",1,"commute","91-97","98",TRUE,FALSE,14,15,0
"72",1,"commute","35-41","7-13",FALSE,TRUE,6,2,1
"73",1,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"74",1,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"75",1,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"76",1,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"77",1,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"78",1,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"79",1,"laptop","$500-$1000","$0-$500",FALSE,TRUE,2,1,1
"80",1,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"81",2,"movies","195-210","210",TRUE,FALSE,14,15,0
"82",2,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"83",2,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"84",2,"movies","150-165","75-90",FALSE,TRUE,11,6,1
"85",2,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"86",2,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"87",2,"commute","91-97","98",TRUE,FALSE,14,15,0
"88",2,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"89",2,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"90",2,"commute","7-13","35-41",TRUE,FALSE,2,6,0
"91",2,"joke","1","0",FALSE,TRUE,2,1,1
"92",2,"joke","10","13",TRUE,FALSE,11,14,0
"93",2,"joke","13","14",TRUE,FALSE,14,15,0
"94",2,"joke","10","5",FALSE,TRUE,11,6,1
"95",2,"joke","5","1",FALSE,TRUE,6,2,1
"96",2,"marbles","5","1",FALSE,TRUE,6,2,1
"97",2,"marbles","14","13",FALSE,TRUE,15,14,1
"98",2,"marbles","13","10",FALSE,TRUE,14,11,1
"99",2,"marbles","10","5",FALSE,TRUE,11,6,1
"100",2,"marbles","1","0",FALSE,TRUE,2,1,1
"101",2,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"102",2,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"103",2,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"104",2,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"105",2,"laptop","$500-$1000","$0-$500",FALSE,TRUE,2,1,1
"106",2,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"107",2,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"108",2,"tv","40-42","43",TRUE,FALSE,14,15,0
"109",2,"tv","16-18","4-6",FALSE,TRUE,6,2,1
"110",2,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"111",2,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"112",2,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"113",2,"watch","$500-$550","$250-$300",FALSE,TRUE,11,6,1
"114",2,"watch","$250-$300","$50-$100",FALSE,TRUE,6,2,1
"115",2,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"116",2,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"117",2,"coffee","92°F - 104°F","152°F - 164°F",TRUE,FALSE,6,11,0
"118",2,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"119",2,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"120",2,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"121",3,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"122",3,"laptop","$0-$500","$500-$1000",TRUE,FALSE,1,2,0
"123",3,"laptop","$7500","$6500-$7000",FALSE,TRUE,15,14,1
"124",3,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"125",3,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"126",3,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"127",3,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"128",3,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"129",3,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"130",3,"watch","$250-$300","$50-$100",FALSE,TRUE,6,2,1
"131",3,"marbles","10","5",FALSE,TRUE,11,6,1
"132",3,"marbles","5","1",FALSE,TRUE,6,2,1
"133",3,"marbles","14","13",FALSE,TRUE,15,14,1
"134",3,"marbles","0","1",TRUE,FALSE,1,2,0
"135",3,"marbles","13","10",FALSE,TRUE,14,11,1
"136",3,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"137",3,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"138",3,"coffee","152°F - 164°F","92°F - 104°F",FALSE,TRUE,11,6,1
"139",3,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"140",3,"coffee","188°F - 200°F","152°F - 164°F",FALSE,TRUE,14,11,1
"141",3,"commute","91-97","98",TRUE,FALSE,14,15,0
"142",3,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"143",3,"commute","70-76","35-41",FALSE,TRUE,11,6,1
"144",3,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"145",3,"commute","35-41","7-13",FALSE,TRUE,6,2,1
"146",3,"tv","31-33","16-18",FALSE,TRUE,11,6,1
"147",3,"tv","16-18","4-6",FALSE,TRUE,6,2,1
"148",3,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"149",3,"tv","40-42","43",TRUE,FALSE,14,15,0
"150",3,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"151",3,"joke","5","1",FALSE,TRUE,6,2,1
"152",3,"joke","1","0",FALSE,TRUE,2,1,1
"153",3,"joke","13","10",FALSE,TRUE,14,11,1
"154",3,"joke","10","5",FALSE,TRUE,11,6,1
"155",3,"joke","13","14",TRUE,FALSE,14,15,0
"156",3,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"157",3,"movies","150-165","75-90",FALSE,TRUE,11,6,1
"158",3,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"159",3,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"160",3,"movies","195-210","210",TRUE,FALSE,14,15,0
"161",4,"marbles","13","10",FALSE,TRUE,14,11,1
"162",4,"marbles","0","1",TRUE,FALSE,1,2,0
"163",4,"marbles","14","13",FALSE,TRUE,15,14,1
"164",4,"marbles","10","5",FALSE,TRUE,11,6,1
"165",4,"marbles","5","1",FALSE,TRUE,6,2,1
"166",4,"coffee","152°F - 164°F","92°F - 104°F",FALSE,TRUE,11,6,1
"167",4,"coffee","44°F","44°F - 56°F",TRUE,FALSE,1,2,0
"168",4,"coffee","188°F - 200°F","152°F - 164°F",FALSE,TRUE,14,11,1
"169",4,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"170",4,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"171",4,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"172",4,"laptop","$500-$1000","$0-$500",FALSE,TRUE,2,1,1
"173",4,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"174",4,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"175",4,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"176",4,"watch","$650-$700","$500-$550",FALSE,TRUE,14,11,1
"177",4,"watch","$250-$300","$50-$100",FALSE,TRUE,6,2,1
"178",4,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"179",4,"watch","$500-$550","$250-$300",FALSE,TRUE,11,6,1
"180",4,"watch","$750","$650-$700",FALSE,TRUE,15,14,1
"181",4,"joke","5","1",FALSE,TRUE,6,2,1
"182",4,"joke","13","10",FALSE,TRUE,14,11,1
"183",4,"joke","10","5",FALSE,TRUE,11,6,1
"184",4,"joke","13","14",TRUE,FALSE,14,15,0
"185",4,"joke","1","0",FALSE,TRUE,2,1,1
"186",4,"movies","195-210","150-165",FALSE,TRUE,14,11,1
"187",4,"movies","195-210","210",TRUE,FALSE,14,15,0
"188",4,"movies","150-165","75-90",FALSE,TRUE,11,6,1
"189",4,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"190",4,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"191",4,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"192",4,"tv","16-18","4-6",FALSE,TRUE,6,2,1
"193",4,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"194",4,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"195",4,"tv","43","40-42",FALSE,TRUE,15,14,1
"196",4,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"197",4,"commute","91-97","98",TRUE,FALSE,14,15,0
"198",4,"commute","35-41","7-13",FALSE,TRUE,6,2,1
"199",4,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"200",4,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"201",5,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"202",5,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"203",5,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"204",5,"watch","$50-$100","$250-$300",TRUE,FALSE,2,6,0
"205",5,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"206",5,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"207",5,"laptop","$500-$1000","$0-$500",FALSE,TRUE,2,1,1
"208",5,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"209",5,"laptop","$7500","$6500-$7000",FALSE,TRUE,15,14,1
"210",5,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"211",5,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"212",5,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"213",5,"coffee","152°F - 164°F","92°F - 104°F",FALSE,TRUE,11,6,1
"214",5,"coffee","44°F","44°F - 56°F",TRUE,FALSE,1,2,0
"215",5,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"216",5,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"217",5,"movies","210","195-210",FALSE,TRUE,15,14,1
"218",5,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"219",5,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"220",5,"movies","75-90","150-165",TRUE,FALSE,6,11,0
"221",5,"marbles","13","10",FALSE,TRUE,14,11,1
"222",5,"marbles","0","1",TRUE,FALSE,1,2,0
"223",5,"marbles","10","5",FALSE,TRUE,11,6,1
"224",5,"marbles","14","13",FALSE,TRUE,15,14,1
"225",5,"marbles","5","1",FALSE,TRUE,6,2,1
"226",5,"joke","10","5",FALSE,TRUE,11,6,1
"227",5,"joke","0","1",TRUE,FALSE,1,2,0
"228",5,"joke","14","13",FALSE,TRUE,15,14,1
"229",5,"joke","13","10",FALSE,TRUE,14,11,1
"230",5,"joke","5","1",FALSE,TRUE,6,2,1
"231",5,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"232",5,"tv","40-42","31-33",FALSE,TRUE,14,11,1
"233",5,"tv","43","40-42",FALSE,TRUE,15,14,1
"234",5,"tv","16-18","4-6",FALSE,TRUE,6,2,1
"235",5,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"236",5,"commute","35-41","7-13",FALSE,TRUE,6,2,1
"237",5,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"238",5,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"239",5,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"240",5,"commute","98","91-97",FALSE,TRUE,15,14,1
"241",6,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"242",6,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"243",6,"watch","$50-$100","$250-$300",TRUE,FALSE,2,6,0
"244",6,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"245",6,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"246",6,"joke","10","13",TRUE,FALSE,11,14,0
"247",6,"joke","1","0",FALSE,TRUE,2,1,1
"248",6,"joke","5","1",FALSE,TRUE,6,2,1
"249",6,"joke","13","14",TRUE,FALSE,14,15,0
"250",6,"joke","10","5",FALSE,TRUE,11,6,1
"251",6,"commute","7-13","35-41",TRUE,FALSE,2,6,0
"252",6,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"253",6,"commute","91-97","98",TRUE,FALSE,14,15,0
"254",6,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"255",6,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"256",6,"tv","4-6","16-18",TRUE,FALSE,2,6,0
"257",6,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"258",6,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"259",6,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"260",6,"tv","40-42","43",TRUE,FALSE,14,15,0
"261",6,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"262",6,"coffee","152°F - 164°F","92°F - 104°F",FALSE,TRUE,11,6,1
"263",6,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"264",6,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"265",6,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"266",6,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"267",6,"movies","150-165","75-90",FALSE,TRUE,11,6,1
"268",6,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"269",6,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"270",6,"movies","195-210","210",TRUE,FALSE,14,15,0
"271",6,"marbles","10","5",FALSE,TRUE,11,6,1
"272",6,"marbles","0","1",TRUE,FALSE,1,2,0
"273",6,"marbles","5","1",FALSE,TRUE,6,2,1
"274",6,"marbles","13","10",FALSE,TRUE,14,11,1
"275",6,"marbles","14","13",FALSE,TRUE,15,14,1
"276",6,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"277",6,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"278",6,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"279",6,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"280",6,"laptop","$0-$500","$500-$1000",TRUE,FALSE,1,2,0
"281",7,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"282",7,"watch","$250-$300","$50-$100",FALSE,TRUE,6,2,1
"283",7,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"284",7,"watch","$650-$700","$500-$550",FALSE,TRUE,14,11,1
"285",7,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"286",7,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"287",7,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"288",7,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"289",7,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"290",7,"coffee","152°F - 164°F","92°F - 104°F",FALSE,TRUE,11,6,1
"291",7,"joke","5","1",FALSE,TRUE,6,2,1
"292",7,"joke","13","14",TRUE,FALSE,14,15,0
"293",7,"joke","1","0",FALSE,TRUE,2,1,1
"294",7,"joke","10","13",TRUE,FALSE,11,14,0
"295",7,"joke","10","5",FALSE,TRUE,11,6,1
"296",7,"marbles","10","5",FALSE,TRUE,11,6,1
"297",7,"marbles","5","1",FALSE,TRUE,6,2,1
"298",7,"marbles","14","13",FALSE,TRUE,15,14,1
"299",7,"marbles","1","0",FALSE,TRUE,2,1,1
"300",7,"marbles","13","10",FALSE,TRUE,14,11,1
"301",7,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"302",7,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"303",7,"tv","4-6","16-18",TRUE,FALSE,2,6,0
"304",7,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"305",7,"tv","40-42","43",TRUE,FALSE,14,15,0
"306",7,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"307",7,"laptop","$500-$1000","$0-$500",FALSE,TRUE,2,1,1
"308",7,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"309",7,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"310",7,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"311",7,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"312",7,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"313",7,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"314",7,"movies","75-90","150-165",TRUE,FALSE,6,11,0
"315",7,"movies","195-210","210",TRUE,FALSE,14,15,0
"316",7,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"317",7,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"318",7,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"319",7,"commute","91-97","98",TRUE,FALSE,14,15,0
"320",7,"commute","35-41","7-13",FALSE,TRUE,6,2,1
"321",8,"commute","35-41","7-13",FALSE,TRUE,6,2,1
"322",8,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"323",8,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"324",8,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"325",8,"commute","91-97","98",TRUE,FALSE,14,15,0
"326",8,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"327",8,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"328",8,"watch","$250-$300","$50-$100",FALSE,TRUE,6,2,1
"329",8,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"330",8,"watch","$50-$100","$0-$50",FALSE,TRUE,2,1,1
"331",8,"marbles","13","10",FALSE,TRUE,14,11,1
"332",8,"marbles","14","13",FALSE,TRUE,15,14,1
"333",8,"marbles","0","1",TRUE,FALSE,1,2,0
"334",8,"marbles","5","1",FALSE,TRUE,6,2,1
"335",8,"marbles","10","5",FALSE,TRUE,11,6,1
"336",8,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"337",8,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"338",8,"tv","4-6","16-18",TRUE,FALSE,2,6,0
"339",8,"tv","40-42","43",TRUE,FALSE,14,15,0
"340",8,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"341",8,"joke","1","0",FALSE,TRUE,2,1,1
"342",8,"joke","10","5",FALSE,TRUE,11,6,1
"343",8,"joke","13","10",FALSE,TRUE,14,11,1
"344",8,"joke","5","1",FALSE,TRUE,6,2,1
"345",8,"joke","14","13",FALSE,TRUE,15,14,1
"346",8,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"347",8,"movies","195-210","210",TRUE,FALSE,14,15,0
"348",8,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"349",8,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"350",8,"movies","150-165","75-90",FALSE,TRUE,11,6,1
"351",8,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"352",8,"coffee","92°F - 104°F","152°F - 164°F",TRUE,FALSE,6,11,0
"353",8,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"354",8,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"355",8,"coffee","152°F - 164°F","188°F - 200°F",TRUE,FALSE,11,14,0
"356",8,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"357",8,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"358",8,"laptop","$500-$1000","$0-$500",FALSE,TRUE,2,1,1
"359",8,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"360",8,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"361",9,"movies","15-30","0-15",FALSE,TRUE,2,1,1
"362",9,"movies","150-165","75-90",FALSE,TRUE,11,6,1
"363",9,"movies","150-165","195-210",TRUE,FALSE,11,14,0
"364",9,"movies","195-210","210",TRUE,FALSE,14,15,0
"365",9,"movies","75-90","15-30",FALSE,TRUE,6,2,1
"366",9,"marbles","10","5",FALSE,TRUE,11,6,1
"367",9,"marbles","13","10",FALSE,TRUE,14,11,1
"368",9,"marbles","1","0",FALSE,TRUE,2,1,1
"369",9,"marbles","5","1",FALSE,TRUE,6,2,1
"370",9,"marbles","14","13",FALSE,TRUE,15,14,1
"371",9,"laptop","$2500-$3000","$5000-$5500",TRUE,FALSE,6,11,0
"372",9,"laptop","$0-$500","$500-$1000",TRUE,FALSE,1,2,0
"373",9,"laptop","$500-$1000","$2500-$3000",TRUE,FALSE,2,6,0
"374",9,"laptop","$5000-$5500","$6500-$7000",TRUE,FALSE,11,14,0
"375",9,"laptop","$6500-$7000","$7500",TRUE,FALSE,14,15,0
"376",9,"commute","7-13","0-6",FALSE,TRUE,2,1,1
"377",9,"commute","91-97","98",TRUE,FALSE,14,15,0
"378",9,"commute","35-41","70-76",TRUE,FALSE,6,11,0
"379",9,"commute","70-76","91-97",TRUE,FALSE,11,14,0
"380",9,"commute","35-41","7-13",FALSE,TRUE,6,2,1
"381",9,"coffee","188°F - 200°F","200°F",TRUE,FALSE,14,15,0
"382",9,"coffee","44°F - 56°F","44°F",FALSE,TRUE,2,1,1
"383",9,"coffee","92°F - 104°F","44°F - 56°F",FALSE,TRUE,6,2,1
"384",9,"coffee","152°F - 164°F","92°F - 104°F",FALSE,TRUE,11,6,1
"385",9,"coffee","188°F - 200°F","152°F - 164°F",FALSE,TRUE,14,11,1
"386",9,"joke","13","14",TRUE,FALSE,14,15,0
"387",9,"joke","5","1",FALSE,TRUE,6,2,1
"388",9,"joke","10","13",TRUE,FALSE,11,14,0
"389",9,"joke","10","5",FALSE,TRUE,11,6,1
"390",9,"joke","1","0",FALSE,TRUE,2,1,1
"391",9,"tv","4-6","16-18",TRUE,FALSE,2,6,0
"392",9,"tv","16-18","31-33",TRUE,FALSE,6,11,0
"393",9,"tv","40-42","43",TRUE,FALSE,14,15,0
"394",9,"tv","31-33","40-42",TRUE,FALSE,11,14,0
"395",9,"tv","4-6","0-3",FALSE,TRUE,2,1,1
"396",9,"watch","$500-$550","$650-$700",TRUE,FALSE,11,14,0
"397",9,"watch","$650-$700","$750",TRUE,FALSE,14,15,0
"398",9,"watch","$50-$100","$250-$300",TRUE,FALSE,2,6,0
"399",9,"watch","$250-$300","$500-$550",TRUE,FALSE,6,11,0
"400",9,"watch","$0-$50","$50-$100",TRUE,FALSE,1,2,0
"401",10,"marbles","1","0",FALSE,TRUE,2,1,1
"402",10,"marbles","14","13",FALSE,TRUE,15,14,1
"403",10,"marbles","5","1",FALSE,TRUE,6,2,1
